ride_id,timestamp,pickup_zone,dropoff_zone,passenger_count,reject_reasons
taxi-00710,2026-03-26T03:26:00Z,Zone-05,Zone-11,4,delay:late_record
taxi-00711,2026-03-26T03:11:00Z,Zone-25,Zone-18,4,delay:late_record
taxi-00712,2026-03-26T03:15:00Z,Zone-08,Zone-11,2,delay:late_record
taxi-00713,2026-03-26T03:51:00Z,Zone-15,Zone-02,4,delay:late_record
taxi-00714,2026-03-26T03:26:00Z,Zone-18,Zone-17,2,delay:late_record
taxi-00715,2026-03-26T03:24:00Z,Zone-08,Zone-10,2,delay:late_record
taxi-00716,2026-03-26T03:21:00Z,Zone-21,Zone-03,4,delay:late_record
taxi-00717,2026-03-26T03:54:00Z,Zone-12,Zone-03,2,delay:late_record
taxi-00718,2026-03-26T03:03:00Z,Zone-09,Zone-14,1,delay:late_record
taxi-00719,2026-03-26T03:55:00Z,Zone-03,Zone-08,2,delay:late_record
taxi-00720,2026-03-26T03:30:00Z,Zone-07,Zone-12,3,delay:late_record
taxi-00721,2026-03-26T03:58:00Z,Zone-01,Zone-08,2,delay:late_record
taxi-00722,2026-03-26T03:47:00Z,Zone-04,Zone-25,4,delay:late_record
taxi-00723,2026-03-26T03:58:00Z,Zone-08,Zone-24,2,delay:late_record
taxi-00724,2026-03-26T03:25:00Z,Zone-08,Zone-19,3,delay:late_record
taxi-00725,2026-03-26T03:49:00Z,Zone-10,Zone-14,4,delay:late_record
taxi-00726,2026-03-26T03:34:00Z,Zone-21,Zone-12,3,delay:late_record
taxi-00727,2026-03-26T03:16:00Z,Zone-12,Zone-18,4,delay:late_record
taxi-00728,2026-03-26T03:29:00Z,Zone-04,Zone-25,4,delay:late_record
taxi-00729,2026-03-26T03:48:00Z,Zone-11,Zone-07,3,delay:late_record
taxi-00730,2026-03-26T03:20:00Z,Zone-14,Zone-02,2,delay:late_record
taxi-00731,2026-03-26T03:47:00Z,Zone-05,Zone-01,3,delay:late_record
taxi-00732,2026-03-26T03:35:00Z,Zone-19,Zone-20,4,delay:late_record
taxi-00733,2026-03-26T03:18:00Z,Zone-05,Zone-08,3,delay:late_record
taxi-00734,2026-03-26T03:14:00Z,Zone-13,Zone-20,2,delay:late_record
taxi-00735,2026-03-26T03:31:00Z,Zone-18,Zone-22,3,delay:late_record
taxi-00736,2026-03-26T03:16:00Z,Zone-25,Zone-16,4,delay:late_record
taxi-00737,2026-03-26T03:29:00Z,Zone-06,Zone-25,3,delay:late_record
taxi-00738,2026-03-26T03:10:00Z,Zone-05,Zone-25,4,delay:late_record
taxi-00739,2026-03-26T03:11:00Z,Zone-18,Zone-22,1,delay:late_record
taxi-00740,2026-03-26T03:33:00Z,Zone-02,Zone-04,1,delay:late_record
taxi-00741,2026-03-26T03:48:00Z,Zone-01,Zone-15,2,delay:late_record
taxi-00742,2026-03-26T04:14:00Z,Zone-03,Zone-24,2,delay:late_record
taxi-00743,2026-03-26T04:00:00Z,Zone-07,Zone-18,4,delay:late_record
taxi-00744,2026-03-26T04:23:00Z,Zone-02,Zone-21,4,delay:late_record
taxi-00745,2026-03-26T04:42:00Z,Zone-16,Zone-01,1,delay:late_record
taxi-00746,2026-03-26T04:34:00Z,Zone-18,Zone-14,1,delay:late_record
taxi-00747,2026-03-26T04:01:00Z,Zone-17,Zone-25,3,delay:late_record
taxi-00748,2026-03-26T04:34:00Z,Zone-10,Zone-01,4,delay:late_record
taxi-00749,2026-03-26T04:51:00Z,Zone-06,Zone-04,1,delay:late_record
taxi-00750,2026-03-26T04:33:00Z,Zone-05,Zone-09,2,delay:late_record
taxi-00751,2026-03-26T04:39:00Z,Zone-17,Zone-09,3,delay:late_record
taxi-00752,2026-03-26T04:17:00Z,Zone-13,Zone-03,3,delay:late_record
taxi-00753,2026-03-26T04:25:00Z,Zone-15,Zone-20,2,delay:late_record
taxi-00754,2026-03-26T04:44:00Z,Zone-08,Zone-11,1,delay:late_record
taxi-00755,2026-03-26T04:41:00Z,Zone-21,Zone-02,1,delay:late_record
taxi-00756,2026-03-26T04:25:00Z,Zone-13,Zone-14,4,delay:late_record
taxi-00757,2026-03-26T04:03:00Z,Zone-21,Zone-01,2,delay:late_record
taxi-00758,2026-03-26T04:05:00Z,Zone-16,Zone-14,3,delay:late_record
taxi-00759,2026-03-26T04:36:00Z,Zone-04,Zone-18,1,delay:late_record
taxi-00760,2026-03-26T04:14:00Z,Zone-07,Zone-24,4,delay:late_record
taxi-00761,2026-03-26T04:17:00Z,Zone-02,Zone-04,3,delay:late_record
taxi-00762,2026-03-26T04:57:00Z,Zone-18,Zone-20,1,delay:late_record
taxi-00763,2026-03-26T04:11:00Z,Zone-11,Zone-01,2,delay:late_record
taxi-00764,2026-03-26T04:37:00Z,Zone-05,Zone-24,4,delay:late_record
taxi-00765,2026-03-26T04:59:00Z,Zone-03,Zone-11,2,delay:late_record
taxi-00766,2026-03-26T04:36:00Z,Zone-08,Zone-20,4,delay:late_record
taxi-00767,2026-03-26T04:43:00Z,Zone-18,Zone-11,4,delay:late_record
taxi-00768,2026-03-26T04:48:00Z,Zone-24,Zone-05,1,delay:late_record
taxi-00769,2026-03-26T04:32:00Z,Zone-24,Zone-12,1,delay:late_record
taxi-00770,2026-03-26T04:06:00Z,Zone-14,Zone-08,1,delay:late_record
taxi-00771,2026-03-26T04:21:00Z,Zone-20,Zone-21,4,delay:late_record
taxi-00772,2026-03-26T04:49:00Z,Zone-11,Zone-01,3,delay:late_record
taxi-00773,2026-03-26T04:50:00Z,Zone-15,Zone-17,2,delay:late_record
taxi-00774,2026-03-26T04:22:00Z,Zone-18,Zone-13,4,delay:late_record
taxi-00775,2026-03-26T04:11:00Z,Zone-22,Zone-19,4,delay:late_record
taxi-00776,2026-03-26T04:05:00Z,Zone-25,Zone-20,3,delay:late_record
taxi-00777,2026-03-26T05:15:00Z,Zone-23,Zone-03,1,delay:late_record
taxi-00778,2026-03-26T05:17:00Z,Zone-05,Zone-14,2,delay:late_record
taxi-00779,2026-03-26T05:47:00Z,Zone-13,Zone-11,3,delay:late_record
taxi-00780,2026-03-26T05:06:00Z,Zone-03,Zone-01,3,delay:late_record
taxi-00781,2026-03-26T05:28:00Z,Zone-12,Zone-09,1,delay:late_record
taxi-00782,2026-03-26T05:08:00Z,Zone-03,Zone-07,4,delay:late_record
taxi-00783,2026-03-26T05:28:00Z,Zone-18,Zone-19,4,delay:late_record
taxi-00784,2026-03-26T05:06:00Z,Zone-01,Zone-04,3,delay:late_record
taxi-00785,2026-03-26T05:35:00Z,Zone-03,Zone-21,3,delay:late_record
taxi-00786,2026-03-26T05:55:00Z,Zone-13,Zone-01,3,delay:late_record
taxi-00787,2026-03-26T05:26:00Z,Zone-13,Zone-03,2,delay:late_record
taxi-00788,2026-03-26T05:36:00Z,Zone-17,Zone-06,4,delay:late_record
taxi-00789,2026-03-26T05:10:00Z,Zone-05,Zone-10,3,delay:late_record
taxi-00790,2026-03-26T05:17:00Z,Zone-16,Zone-05,1,delay:late_record
taxi-00791,2026-03-26T05:10:00Z,Zone-14,Zone-09,4,delay:late_record
taxi-00792,2026-03-26T05:19:00Z,Zone-16,Zone-03,3,delay:late_record
taxi-00793,2026-03-26T05:16:00Z,Zone-08,Zone-25,4,delay:late_record
taxi-00794,2026-03-26T05:38:00Z,Zone-20,Zone-07,4,delay:late_record
taxi-00795,2026-03-26T05:06:00Z,Zone-05,Zone-11,1,delay:late_record
taxi-00796,2026-03-26T05:25:00Z,Zone-11,Zone-21,4,delay:late_record
taxi-00797,2026-03-26T05:51:00Z,Zone-11,Zone-16,3,delay:late_record
taxi-00798,2026-03-26T05:27:00Z,Zone-21,Zone-20,2,delay:late_record
taxi-00799,2026-03-26T05:19:00Z,Zone-11,Zone-21,2,delay:late_record
taxi-00800,2026-03-26T05:30:00Z,Zone-11,Zone-06,4,delay:late_record
taxi-00801,2026-03-26T05:20:00Z,Zone-10,Zone-25,4,delay:late_record
taxi-00802,2026-03-26T05:36:00Z,Zone-08,Zone-12,4,delay:late_record
taxi-00803,2026-03-26T05:17:00Z,Zone-13,Zone-12,1,delay:late_record
taxi-00804,2026-03-26T05:59:00Z,Zone-19,Zone-07,2,delay:late_record
taxi-00805,2026-03-26T05:43:00Z,Zone-25,Zone-18,1,delay:late_record
taxi-00806,2026-03-26T05:46:00Z,Zone-15,Zone-24,2,delay:late_record
taxi-00807,2026-03-26T05:28:00Z,Zone-10,Zone-24,1,delay:late_record
taxi-00808,2026-03-26T05:52:00Z,Zone-14,Zone-23,4,delay:late_record
taxi-00809,2026-03-26T05:08:00Z,Zone-21,Zone-10,2,delay:late_record
taxi-00810,2026-03-26T05:16:00Z,Zone-22,Zone-05,4,delay:late_record
taxi-00811,2026-03-26T05:50:00Z,Zone-13,Zone-03,4,delay:late_record
taxi-00812,2026-03-26T05:38:00Z,Zone-16,Zone-20,4,delay:late_record
taxi-00813,2026-03-26T05:34:00Z,Zone-17,Zone-24,4,delay:late_record
taxi-00814,2026-03-26T05:34:00Z,Zone-02,Zone-13,1,delay:late_record
taxi-00815,2026-03-26T05:06:00Z,Zone-25,Zone-08,3,delay:late_record
taxi-00816,2026-03-26T05:10:00Z,Zone-21,Zone-20,1,delay:late_record
taxi-00817,2026-03-26T06:41:00Z,Zone-22,Zone-21,4,delay:late_record
taxi-00818,2026-03-26T06:48:00Z,Zone-11,Zone-15,1,delay:late_record
taxi-00819,2026-03-26T06:00:00Z,Zone-04,Zone-10,2,delay:late_record
taxi-00820,2026-03-26T06:32:00Z,Zone-24,Zone-17,2,delay:late_record
taxi-00821,2026-03-26T06:28:00Z,Zone-12,Zone-14,4,delay:late_record
taxi-00822,2026-03-26T06:49:00Z,Zone-22,Zone-19,2,delay:late_record
taxi-00823,2026-03-26T06:22:00Z,Zone-01,Zone-17,1,delay:late_record
taxi-00824,2026-03-26T06:18:00Z,Zone-14,Zone-03,1,delay:late_record
taxi-00825,2026-03-26T06:53:00Z,Zone-24,Zone-05,3,delay:late_record
taxi-00826,2026-03-26T06:19:00Z,Zone-11,Zone-16,2,delay:late_record
taxi-00827,2026-03-26T06:33:00Z,Zone-16,Zone-12,4,delay:late_record
taxi-00828,2026-03-26T06:06:00Z,Zone-15,Zone-25,4,delay:late_record
taxi-00829,2026-03-26T06:20:00Z,Zone-03,Zone-11,1,delay:late_record
taxi-00830,2026-03-26T06:51:00Z,Zone-23,Zone-04,1,delay:late_record
taxi-00831,2026-03-26T06:54:00Z,Zone-11,Zone-22,1,delay:late_record
taxi-00832,2026-03-26T06:43:00Z,Zone-06,Zone-25,2,delay:late_record
taxi-00833,2026-03-26T06:33:00Z,Zone-06,Zone-19,2,delay:late_record
taxi-00834,2026-03-26T06:21:00Z,Zone-18,Zone-14,4,delay:late_record
taxi-00835,2026-03-26T06:14:00Z,Zone-13,Zone-22,2,delay:late_record
taxi-00836,2026-03-26T06:11:00Z,Zone-21,Zone-23,4,delay:late_record
taxi-00837,2026-03-26T06:25:00Z,Zone-01,Zone-25,2,delay:late_record
taxi-00838,2026-03-26T06:28:00Z,Zone-19,Zone-14,4,delay:late_record
taxi-00839,2026-03-26T06:00:00Z,Zone-23,Zone-07,2,delay:late_record
taxi-00840,2026-03-26T06:17:00Z,Zone-25,Zone-23,1,delay:late_record
taxi-00841,2026-03-26T06:36:00Z,Zone-04,Zone-19,2,delay:late_record
taxi-00842,2026-03-26T06:23:00Z,Zone-11,Zone-07,4,delay:late_record
taxi-00843,2026-03-26T06:07:00Z,Zone-09,Zone-23,4,delay:late_record
taxi-00844,2026-03-26T06:33:00Z,Zone-21,Zone-11,4,delay:late_record
taxi-00845,2026-03-26T06:39:00Z,Zone-13,Zone-20,1,delay:late_record
taxi-00846,2026-03-26T06:22:00Z,Zone-12,Zone-16,2,delay:late_record
taxi-00847,2026-03-26T06:52:00Z,Zone-22,Zone-24,3,delay:late_record
taxi-00848,2026-03-26T06:58:00Z,Zone-20,Zone-19,1,delay:late_record
taxi-00849,2026-03-26T06:43:00Z,Zone-05,Zone-12,1,delay:late_record
taxi-00850,2026-03-26T07:19:00Z,Zone-04,Zone-07,3,delay:late_record
taxi-00851,2026-03-26T07:44:00Z,Zone-05,Zone-18,4,delay:late_record
taxi-00852,2026-03-26T07:26:00Z,Zone-20,Zone-05,4,delay:late_record
taxi-00853,2026-03-26T07:27:00Z,Zone-06,Zone-17,2,delay:late_record
taxi-00854,2026-03-26T07:35:00Z,Zone-06,Zone-17,3,delay:late_record
taxi-00855,2026-03-26T07:08:00Z,Zone-06,Zone-12,4,delay:late_record
taxi-00856,2026-03-26T07:39:00Z,Zone-02,Zone-13,1,delay:late_record
taxi-00857,2026-03-26T07:31:00Z,Zone-05,Zone-08,4,delay:late_record
taxi-00858,2026-03-26T07:35:00Z,Zone-17,Zone-22,4,delay:late_record
taxi-00859,2026-03-26T07:26:00Z,Zone-22,Zone-16,4,delay:late_record
taxi-00860,2026-03-26T07:45:00Z,Zone-15,Zone-17,2,delay:late_record
taxi-00861,2026-03-26T07:05:00Z,Zone-19,Zone-01,2,delay:late_record
taxi-00862,2026-03-26T07:18:00Z,Zone-02,Zone-10,2,delay:late_record
taxi-00863,2026-03-26T07:34:00Z,Zone-10,Zone-06,4,delay:late_record
taxi-00864,2026-03-26T07:36:00Z,Zone-24,Zone-16,1,delay:late_record
taxi-00865,2026-03-26T07:36:00Z,Zone-04,Zone-10,3,delay:late_record
taxi-00866,2026-03-26T07:34:00Z,Zone-25,Zone-02,4,delay:late_record
taxi-00867,2026-03-26T07:34:00Z,Zone-07,Zone-15,1,delay:late_record
taxi-00868,2026-03-26T07:47:00Z,Zone-21,Zone-08,3,delay:late_record
taxi-00869,2026-03-26T07:55:00Z,Zone-02,Zone-16,3,delay:late_record
taxi-00870,2026-03-26T07:22:00Z,Zone-03,Zone-16,1,delay:late_record
taxi-00871,2026-03-26T07:49:00Z,Zone-08,Zone-07,3,delay:late_record
taxi-00872,2026-03-26T08:39:00Z,Zone-21,Zone-14,2,delay:late_record
taxi-00873,2026-03-26T08:39:00Z,Zone-05,Zone-08,2,delay:late_record
taxi-00874,2026-03-26T08:51:00Z,Zone-02,Zone-20,3,delay:late_record
taxi-00875,2026-03-26T08:34:00Z,Zone-09,Zone-21,2,delay:late_record
taxi-00876,2026-03-26T08:20:00Z,Zone-23,Zone-10,3,delay:late_record
taxi-00877,2026-03-26T08:36:00Z,Zone-09,Zone-18,1,delay:late_record
taxi-00878,2026-03-26T08:08:00Z,Zone-25,Zone-14,1,delay:late_record
taxi-00879,2026-03-26T08:17:00Z,Zone-21,Zone-05,2,delay:late_record
taxi-00880,2026-03-26T08:15:00Z,Zone-05,Zone-24,3,delay:late_record
taxi-00881,2026-03-26T08:53:00Z,Zone-08,Zone-23,4,delay:late_record
taxi-00882,2026-03-26T08:31:00Z,Zone-05,Zone-20,3,delay:late_record
taxi-00883,2026-03-26T08:40:00Z,Zone-14,Zone-13,4,delay:late_record
taxi-00884,2026-03-26T08:04:00Z,Zone-21,Zone-03,4,delay:late_record
taxi-00885,2026-03-26T08:32:00Z,Zone-24,Zone-09,3,delay:late_record
taxi-00886,2026-03-26T08:29:00Z,Zone-16,Zone-11,1,delay:late_record
taxi-00887,2026-03-26T08:55:00Z,Zone-25,Zone-24,1,delay:late_record
taxi-00888,2026-03-26T08:46:00Z,Zone-15,Zone-22,3,delay:late_record
taxi-00889,2026-03-26T08:54:00Z,Zone-03,Zone-19,4,delay:late_record
taxi-00890,2026-03-26T08:13:00Z,Zone-14,Zone-07,4,delay:late_record
taxi-00891,2026-03-26T08:17:00Z,Zone-11,Zone-10,3,delay:late_record
taxi-00892,2026-03-26T08:35:00Z,Zone-19,Zone-05,4,delay:late_record
taxi-00893,2026-03-26T08:50:00Z,Zone-11,Zone-23,1,delay:late_record
taxi-00894,2026-03-26T08:02:00Z,Zone-04,Zone-22,4,delay:late_record
taxi-00895,2026-03-26T08:01:00Z,Zone-04,Zone-07,4,delay:late_record
taxi-00896,2026-03-26T08:29:00Z,Zone-01,Zone-15,2,delay:late_record
taxi-00897,2026-03-26T08:44:00Z,Zone-05,Zone-22,3,delay:late_record
taxi-00898,2026-03-26T08:10:00Z,Zone-09,Zone-03,3,delay:late_record
taxi-00899,2026-03-26T08:16:00Z,Zone-03,Zone-13,2,delay:late_record
taxi-00900,2026-03-26T08:03:00Z,Zone-13,Zone-22,3,delay:late_record
taxi-00901,2026-03-26T08:46:00Z,Zone-23,Zone-08,4,delay:late_record
taxi-00902,2026-03-26T08:41:00Z,Zone-03,Zone-24,1,delay:late_record
taxi-00903,2026-03-26T08:00:00Z,Zone-07,Zone-17,1,delay:late_record
taxi-00904,2026-03-26T08:08:00Z,Zone-19,Zone-08,4,delay:late_record
taxi-00905,2026-03-26T08:00:00Z,Zone-01,Zone-24,3,delay:late_record
taxi-00906,2026-03-26T08:52:00Z,Zone-04,Zone-15,2,delay:late_record
taxi-00907,2026-03-26T08:30:00Z,Zone-03,Zone-09,4,delay:late_record
taxi-00908,2026-03-26T08:05:00Z,Zone-24,Zone-04,1,delay:late_record
taxi-00909,2026-03-26T09:23:00Z,Zone-10,Zone-05,4,delay:late_record
taxi-00910,2026-03-26T09:49:00Z,Zone-25,Zone-05,2,delay:late_record
taxi-00911,2026-03-26T09:04:00Z,Zone-17,Zone-20,1,delay:late_record
taxi-00912,2026-03-26T09:39:00Z,Zone-21,Zone-06,4,delay:late_record
taxi-00913,2026-03-26T09:22:00Z,Zone-24,Zone-07,2,delay:late_record
taxi-00914,2026-03-26T09:58:00Z,Zone-14,Zone-21,4,delay:late_record
taxi-00915,2026-03-26T09:55:00Z,Zone-07,Zone-03,1,delay:late_record
taxi-00916,2026-03-26T09:08:00Z,Zone-25,Zone-04,4,delay:late_record
taxi-00917,2026-03-26T09:22:00Z,Zone-14,Zone-11,2,delay:late_record
taxi-00918,2026-03-26T09:15:00Z,Zone-09,Zone-22,1,delay:late_record
taxi-00919,2026-03-26T09:15:00Z,Zone-18,Zone-21,3,delay:late_record
taxi-00920,2026-03-26T09:49:00Z,Zone-23,Zone-01,3,delay:late_record
taxi-00921,2026-03-26T09:13:00Z,Zone-17,Zone-21,2,delay:late_record
taxi-00922,2026-03-26T09:47:00Z,Zone-13,Zone-10,1,delay:late_record
taxi-00923,2026-03-26T09:50:00Z,Zone-08,Zone-17,4,delay:late_record
taxi-00924,2026-03-26T09:07:00Z,Zone-08,Zone-17,1,delay:late_record
taxi-00925,2026-03-26T09:33:00Z,Zone-01,Zone-13,3,delay:late_record
taxi-00926,2026-03-26T09:08:00Z,Zone-13,Zone-20,4,delay:late_record
taxi-00927,2026-03-26T09:23:00Z,Zone-18,Zone-23,2,delay:late_record
taxi-00928,2026-03-26T09:48:00Z,Zone-16,Zone-03,1,delay:late_record
taxi-00929,2026-03-26T09:37:00Z,Zone-03,Zone-01,3,delay:late_record
taxi-00930,2026-03-26T09:13:00Z,Zone-02,Zone-03,4,delay:late_record
taxi-00931,2026-03-26T09:32:00Z,Zone-10,Zone-22,4,delay:late_record
taxi-00932,2026-03-26T09:27:00Z,Zone-23,Zone-13,1,delay:late_record
taxi-00933,2026-03-26T09:40:00Z,Zone-18,Zone-19,2,delay:late_record
taxi-00934,2026-03-26T10:05:00Z,Zone-10,Zone-03,2,delay:late_record
taxi-00935,2026-03-26T10:51:00Z,Zone-05,Zone-19,3,delay:late_record
taxi-00936,2026-03-26T10:25:00Z,Zone-19,Zone-22,1,delay:late_record
taxi-00937,2026-03-26T10:19:00Z,Zone-23,Zone-14,2,delay:late_record
taxi-00938,2026-03-26T10:03:00Z,Zone-08,Zone-03,4,delay:late_record
taxi-00939,2026-03-26T10:07:00Z,Zone-15,Zone-21,1,delay:late_record
taxi-00940,2026-03-26T10:19:00Z,Zone-22,Zone-25,2,delay:late_record
taxi-00941,2026-03-26T10:07:00Z,Zone-01,Zone-24,2,delay:late_record
taxi-00942,2026-03-26T10:44:00Z,Zone-01,Zone-07,4,delay:late_record
taxi-00943,2026-03-26T10:22:00Z,Zone-17,Zone-18,3,delay:late_record
taxi-00944,2026-03-26T10:10:00Z,Zone-12,Zone-05,3,delay:late_record
taxi-00945,2026-03-26T10:46:00Z,Zone-04,Zone-01,3,delay:late_record
taxi-00946,2026-03-26T10:51:00Z,Zone-14,Zone-09,1,delay:late_record
taxi-00947,2026-03-26T10:16:00Z,Zone-23,Zone-19,1,delay:late_record
taxi-00948,2026-03-26T10:31:00Z,Zone-15,Zone-18,3,delay:late_record
taxi-00949,2026-03-26T10:03:00Z,Zone-16,Zone-20,2,delay:late_record
taxi-00950,2026-03-26T10:23:00Z,Zone-06,Zone-10,1,delay:late_record
taxi-00951,2026-03-26T10:57:00Z,Zone-19,Zone-23,1,delay:late_record
taxi-00952,2026-03-26T10:14:00Z,Zone-24,Zone-17,1,delay:late_record
taxi-00953,2026-03-26T10:02:00Z,Zone-01,Zone-09,1,delay:late_record
taxi-00954,2026-03-26T10:30:00Z,Zone-12,Zone-14,2,delay:late_record
taxi-00955,2026-03-26T10:11:00Z,Zone-02,Zone-19,4,delay:late_record
taxi-00956,2026-03-26T10:14:00Z,Zone-11,Zone-08,4,delay:late_record
taxi-00957,2026-03-26T11:20:00Z,Zone-09,Zone-03,3,delay:late_record
taxi-00958,2026-03-26T11:07:00Z,Zone-17,Zone-23,1,delay:late_record
taxi-00959,2026-03-26T11:11:00Z,Zone-08,Zone-18,1,delay:late_record
taxi-00960,2026-03-26T11:25:00Z,Zone-03,Zone-16,3,delay:late_record
taxi-00961,2026-03-26T11:49:00Z,Zone-10,Zone-12,1,delay:late_record
taxi-00962,2026-03-26T11:35:00Z,Zone-15,Zone-01,3,delay:late_record
taxi-00963,2026-03-26T11:12:00Z,Zone-10,Zone-20,3,delay:late_record
taxi-00964,2026-03-26T11:47:00Z,Zone-20,Zone-08,4,delay:late_record
taxi-00965,2026-03-26T11:23:00Z,Zone-19,Zone-16,2,delay:late_record
taxi-00966,2026-03-26T11:46:00Z,Zone-18,Zone-08,2,delay:late_record
taxi-00967,2026-03-26T11:00:00Z,Zone-14,Zone-01,2,delay:late_record
taxi-00968,2026-03-26T11:34:00Z,Zone-12,Zone-22,1,delay:late_record
taxi-00969,2026-03-26T11:21:00Z,Zone-01,Zone-23,4,delay:late_record
taxi-00970,2026-03-26T11:54:00Z,Zone-24,Zone-25,3,delay:late_record
taxi-00971,2026-03-26T11:06:00Z,Zone-07,Zone-18,2,delay:late_record
taxi-00972,2026-03-26T11:26:00Z,Zone-16,Zone-02,2,delay:late_record
taxi-00973,2026-03-26T11:45:00Z,Zone-09,Zone-03,1,delay:late_record
taxi-00974,2026-03-26T11:58:00Z,Zone-08,Zone-18,4,delay:late_record
taxi-00975,2026-03-26T11:44:00Z,Zone-12,Zone-16,1,delay:late_record
taxi-00976,2026-03-26T11:37:00Z,Zone-04,Zone-18,2,delay:late_record
taxi-00977,2026-03-26T11:40:00Z,Zone-13,Zone-03,1,delay:late_record
taxi-00978,2026-03-26T11:27:00Z,Zone-22,Zone-05,2,delay:late_record
taxi-00979,2026-03-26T11:18:00Z,Zone-09,Zone-12,4,delay:late_record
taxi-00980,2026-03-26T11:44:00Z,Zone-24,Zone-11,3,delay:late_record
taxi-00981,2026-03-26T11:28:00Z,Zone-09,Zone-08,1,delay:late_record
taxi-00982,2026-03-26T11:12:00Z,Zone-05,Zone-20,1,delay:late_record
taxi-00983,2026-03-26T11:09:00Z,Zone-04,Zone-07,4,delay:late_record
taxi-00984,2026-03-26T11:29:00Z,Zone-11,Zone-15,1,delay:late_record
taxi-00985,2026-03-26T11:34:00Z,Zone-12,Zone-07,4,delay:late_record
taxi-00986,2026-03-26T11:19:00Z,Zone-15,Zone-09,1,delay:late_record
taxi-00987,2026-03-26T11:05:00Z,Zone-06,Zone-23,3,delay:late_record
taxi-00988,2026-03-26T11:52:00Z,Zone-23,Zone-24,1,delay:late_record
taxi-00989,2026-03-26T11:13:00Z,Zone-11,Zone-05,1,delay:late_record
taxi-00990,2026-03-26T11:45:00Z,Zone-08,Zone-13,4,delay:late_record
taxi-00991,2026-03-26T11:32:00Z,Zone-02,Zone-23,3,delay:late_record
taxi-00992,2026-03-26T11:16:00Z,Zone-06,Zone-01,4,delay:late_record
taxi-00993,2026-03-26T11:54:00Z,Zone-15,Zone-19,2,delay:late_record
taxi-00994,2026-03-26T11:06:00Z,Zone-15,Zone-04,2,delay:late_record
taxi-00995,2026-03-26T12:00:00Z,Zone-02,Zone-09,2,delay:late_record
taxi-00996,2026-03-26T12:12:00Z,Zone-13,Zone-12,1,delay:late_record
taxi-00997,2026-03-26T12:37:00Z,Zone-19,Zone-09,1,delay:late_record
taxi-00998,2026-03-26T12:01:00Z,Zone-03,Zone-08,4,delay:late_record
taxi-00999,2026-03-26T12:51:00Z,Zone-05,Zone-03,3,delay:late_record
taxi-01000,2026-03-26T12:07:00Z,Zone-02,Zone-16,1,delay:late_record
taxi-01001,2026-03-26T12:10:00Z,Zone-19,Zone-14,4,delay:late_record
taxi-01002,2026-03-26T12:31:00Z,Zone-01,Zone-14,4,delay:late_record
taxi-01003,2026-03-26T12:11:00Z,Zone-12,Zone-07,2,delay:late_record
taxi-01004,2026-03-26T12:17:00Z,Zone-09,Zone-16,2,delay:late_record
taxi-01005,2026-03-26T12:02:00Z,Zone-20,Zone-21,2,delay:late_record
taxi-01006,2026-03-26T12:41:00Z,Zone-10,Zone-17,4,delay:late_record
taxi-01007,2026-03-26T12:56:00Z,Zone-18,Zone-16,1,delay:late_record
taxi-01008,2026-03-26T12:05:00Z,Zone-09,Zone-14,2,delay:late_record
taxi-01009,2026-03-26T12:26:00Z,Zone-07,Zone-22,2,delay:late_record
taxi-01010,2026-03-26T12:40:00Z,Zone-18,Zone-01,4,delay:late_record
taxi-01011,2026-03-26T12:50:00Z,Zone-23,Zone-12,4,delay:late_record
taxi-01012,2026-03-26T12:34:00Z,Zone-16,Zone-12,3,delay:late_record
taxi-01013,2026-03-26T13:17:00Z,Zone-06,Zone-01,3,delay:late_record
taxi-01014,2026-03-26T13:38:00Z,Zone-08,Zone-01,3,delay:late_record
taxi-01015,2026-03-26T13:03:00Z,Zone-16,Zone-18,3,delay:late_record
taxi-01016,2026-03-26T13:49:00Z,Zone-19,Zone-08,2,delay:late_record
taxi-01017,2026-03-26T13:06:00Z,Zone-08,Zone-23,2,delay:late_record
taxi-01018,2026-03-26T13:17:00Z,Zone-18,Zone-25,1,delay:late_record
taxi-01019,2026-03-26T13:48:00Z,Zone-08,Zone-20,4,delay:late_record
taxi-01020,2026-03-26T13:22:00Z,Zone-06,Zone-07,2,delay:late_record
taxi-01021,2026-03-26T13:37:00Z,Zone-11,Zone-25,3,delay:late_record
taxi-01022,2026-03-26T13:58:00Z,Zone-19,Zone-01,3,delay:late_record
taxi-01023,2026-03-26T13:36:00Z,Zone-19,Zone-05,2,delay:late_record
taxi-01024,2026-03-26T13:53:00Z,Zone-16,Zone-19,3,delay:late_record
taxi-01025,2026-03-26T13:11:00Z,Zone-16,Zone-02,1,delay:late_record
taxi-01026,2026-03-26T13:03:00Z,Zone-08,Zone-21,2,delay:late_record
taxi-01027,2026-03-26T13:01:00Z,Zone-17,Zone-16,1,delay:late_record
taxi-01028,2026-03-26T13:21:00Z,Zone-20,Zone-07,2,delay:late_record
taxi-01029,2026-03-26T13:21:00Z,Zone-23,Zone-06,3,delay:late_record
taxi-01030,2026-03-26T13:03:00Z,Zone-01,Zone-06,2,delay:late_record
taxi-01031,2026-03-26T13:49:00Z,Zone-04,Zone-18,3,delay:late_record
taxi-01032,2026-03-26T13:04:00Z,Zone-12,Zone-24,4,delay:late_record
taxi-01033,2026-03-26T13:37:00Z,Zone-04,Zone-12,3,delay:late_record
